Learner ID,Bubble sort,Quick sort,Selection Sort,Merge sort,Insertion sort
Learner264,"['real life application', 'exmaple', 'additional reading material']","['commentary', 'self-assesment', 'videos']","['additional reading material', 'exmaple', 'quiz']","['videos', 'exmaple', 'additional reading material']","['exmaple', 'quiz', 'videos']"
Learner265,"['exmaple', 'quiz', 'videos']","['additional reading material', 'commentary', 'exmaple']","['self-assesment', 'quiz', 'real life application']","['quiz', 'commentary', 'exmaple']","['commentary', 'additional reading material', 'quiz']"
Learner266,"['quiz', 'self-assesment', 'real life application']","['real life application', 'commentary', 'videos']","['exmaple', 'real life application', 'commentary']","['quiz', 'commentary', 'real life application']","['self-assesment', 'exmaple', 'quiz']"
Learner267,"['self-assesment', 'videos', 'commentary']","['commentary', 'self-assesment', 'additional reading material']","['commentary', 'quiz', 'additional reading material']","['real life application', 'self-assesment', 'exmaple']","['quiz', 'commentary', 'exmaple']"
Learner268,"['self-assesment', 'real life application', 'quiz']","['additional reading material', 'quiz', 'real life application']","['additional reading material', 'videos', 'self-assesment']","['real life application', 'exmaple', 'commentary']","['exmaple', 'quiz', 'real life application']"
Learner269,"['commentary', 'videos', 'quiz']","['exmaple', 'additional reading material', 'self-assesment']","['additional reading material', 'videos', 'commentary']","['exmaple', 'commentary', 'self-assesment']","['self-assesment', 'exmaple', 'real life application']"
Learner270,"['quiz', 'videos', 'commentary']","['exmaple', 'videos', 'commentary']","['real life application', 'commentary', 'exmaple']","['videos', 'commentary', 'exmaple']","['real life application', 'quiz', 'videos']"
Learner271,"['real life application', 'exmaple', 'commentary']","['videos', 'exmaple', 'quiz']","['exmaple', 'self-assesment', 'quiz']","['exmaple', 'commentary', 'additional reading material']","['additional reading material', 'commentary', 'real life application']"
Learner272,"['commentary', 'quiz', 'exmaple']","['additional reading material', 'self-assesment', 'commentary']","['exmaple', 'additional reading material', 'commentary']","['commentary', 'exmaple', 'quiz']","['self-assesment', 'videos', 'quiz']"
Learner273,"['additional reading material', 'videos', 'real life application']","['additional reading material', 'videos', 'real life application']","['commentary', 'self-assesment', 'exmaple']","['videos', 'additional reading material', 'self-assesment']","['self-assesment', 'additional reading material', 'real life application']"
Learner274,"['commentary', 'quiz', 'real life application']","['real life application', 'exmaple', 'commentary']","['self-assesment', 'exmaple', 'videos']","['additional reading material', 'real life application', 'self-assesment']","['self-assesment', 'quiz', 'additional reading material']"
Learner275,"['exmaple', 'videos', 'additional reading material']","['exmaple', 'videos', 'real life application']","['real life application', 'self-assesment', 'commentary']","['exmaple', 'quiz', 'videos']","['videos', 'self-assesment', 'quiz']"
Learner276,"['exmaple', 'additional reading material', 'self-assesment']","['self-assesment', 'real life application', 'commentary']","['self-assesment', 'quiz', 'additional reading material']","['real life application', 'self-assesment', 'commentary']","['commentary', 'quiz', 'real life application']"
Learner277,"['exmaple', 'real life application', 'commentary']","['additional reading material', 'commentary', 'videos']","['quiz', 'real life application', 'additional reading material']","['self-assesment', 'commentary', 'additional reading material']","['quiz', 'additional reading material', 'videos']"
Learner278,"['exmaple', 'real life application', 'additional reading material']","['real life application', 'self-assesment', 'commentary']","['real life application', 'exmaple', 'videos']","['self-assesment', 'videos', 'commentary']","['quiz', 'videos', 'exmaple']"
Learner279,"['quiz', 'videos', 'commentary']","['exmaple', 'quiz', 'real life application']","['additional reading material', 'exmaple', 'commentary']","['commentary', 'videos', 'exmaple']","['additional reading material', 'exmaple', 'videos']"
Learner280,"['quiz', 'real life application', 'additional reading material']","['commentary', 'real life application', 'videos']","['commentary', 'videos', 'additional reading material']","['additional reading material', 'real life application', 'exmaple']","['commentary', 'self-assesment', 'additional reading material']"
Learner281,"['additional reading material', 'commentary', 'videos']","['quiz', 'videos', 'exmaple']","['real life application', 'videos', 'quiz']","['real life application', 'quiz', 'videos']","['commentary', 'additional reading material', 'self-assesment']"
Learner282,"['real life application', 'self-assesment', 'exmaple']","['self-assesment', 'real life application', 'additional reading material']","['videos', 'exmaple', 'self-assesment']","['real life application', 'self-assesment', 'additional reading material']","['commentary', 'quiz', 'additional reading material']"
Learner283,"['exmaple', 'commentary', 'quiz']","['self-assesment', 'additional reading material', 'videos']","['exmaple', 'videos', 'additional reading material']","['quiz', 'additional reading material', 'commentary']","['videos', 'commentary', 'self-assesment']"
Learner284,"['commentary', 'real life application', 'self-assesment']","['exmaple', 'quiz', 'videos']","['exmaple', 'real life application', 'quiz']","['additional reading material', 'videos', 'real life application']","['real life application', 'self-assesment', 'exmaple']"
Learner285,"['exmaple', 'quiz', 'self-assesment']","['additional reading material', 'self-assesment', 'quiz']","['real life application', 'videos', 'additional reading material']","['commentary', 'exmaple', 'quiz']","['additional reading material', 'real life application', 'self-assesment']"
Learner286,"['real life application', 'self-assesment', 'exmaple']","['quiz', 'self-assesment', 'videos']","['self-assesment', 'videos', 'additional reading material']","['videos', 'additional reading material', 'commentary']","['self-assesment', 'exmaple', 'real life application']"
Learner287,"['self-assesment', 'additional reading material', 'commentary']","['additional reading material', 'commentary', 'exmaple']","['self-assesment', 'videos', 'additional reading material']","['real life application', 'self-assesment', 'quiz']","['videos', 'real life application', 'exmaple']"
Learner288,"['exmaple', 'real life application', 'commentary']","['quiz', 'self-assesment', 'videos']","['real life application', 'exmaple', 'commentary']","['exmaple', 'real life application', 'commentary']","['videos', 'exmaple', 'quiz']"
Learner289,"['additional reading material', 'quiz', 'commentary']","['self-assesment', 'commentary', 'additional reading material']","['quiz', 'commentary', 'self-assesment']","['videos', 'exmaple', 'self-assesment']","['self-assesment', 'additional reading material', 'real life application']"
Learner290,"['self-assesment', 'commentary', 'real life application']","['commentary', 'self-assesment', 'exmaple']","['commentary', 'real life application', 'exmaple']","['videos', 'self-assesment', 'commentary']","['quiz', 'additional reading material', 'videos']"
Learner291,"['quiz', 'commentary', 'videos']","['self-assesment', 'real life application', 'quiz']","['self-assesment', 'videos', 'real life application']","['videos', 'quiz', 'real life application']","['real life application', 'videos', 'additional reading material']"
Learner292,"['additional reading material', 'quiz', 'videos']","['videos', 'additional reading material', 'commentary']","['self-assesment', 'additional reading material', 'real life application']","['additional reading material', 'commentary', 'self-assesment']","['commentary', 'real life application', 'self-assesment']"
Learner293,"['commentary', 'videos', 'self-assesment']","['commentary', 'self-assesment', 'additional reading material']","['commentary', 'videos', 'additional reading material']","['commentary', 'videos', 'self-assesment']","['additional reading material', 'real life application', 'self-assesment']"
Learner294,"['exmaple', 'quiz', 'additional reading material']","['videos', 'additional reading material', 'commentary']","['additional reading material', 'real life application', 'self-assesment']","['real life application', 'videos', 'quiz']","['additional reading material', 'quiz', 'exmaple']"
Learner295,"['quiz', 'real life application', 'commentary']","['quiz', 'self-assesment', 'exmaple']","['videos', 'quiz', 'commentary']","['self-assesment', 'additional reading material', 'real life application']","['exmaple', 'additional reading material', 'real life application']"
Learner296,"['self-assesment', 'additional reading material', 'real life application']","['exmaple', 'commentary', 'quiz']","['real life application', 'videos', 'additional reading material']","['commentary', 'additional reading material', 'quiz']","['videos', 'self-assesment', 'additional reading material']"
Learner297,"['real life application', 'exmaple', 'videos']","['videos', 'real life application', 'exmaple']","['self-assesment', 'exmaple', 'videos']","['videos', 'exmaple', 'commentary']","['additional reading material', 'commentary', 'exmaple']"
Learner298,"['videos', 'commentary', 'additional reading material']","['commentary', 'quiz', 'self-assesment']","['quiz', 'commentary', 'exmaple']","['quiz', 'commentary', 'real life application']","['additional reading material', 'real life application', 'quiz']"
Learner299,"['commentary', 'real life application', 'exmaple']","['exmaple', 'additional reading material', 'commentary']","['additional reading material', 'videos', 'quiz']","['quiz', 'additional reading material', 'exmaple']","['additional reading material', 'self-assesment', 'quiz']"
Learner300,"['videos', 'additional reading material', 'quiz']","['videos', 'self-assesment', 'exmaple']","['exmaple', 'commentary', 'quiz']","['videos', 'additional reading material', 'exmaple']","['self-assesment', 'real life application', 'additional reading material']"
Learner301,"['quiz', 'exmaple', 'commentary']","['real life application', 'videos', 'additional reading material']","['real life application', 'self-assesment', 'videos']","['quiz', 'additional reading material', 'videos']","['additional reading material', 'real life application', 'quiz']"
Learner302,"['real life application', 'quiz', 'videos']","['self-assesment', 'real life application', 'additional reading material']","['commentary', 'videos', 'self-assesment']","['videos', 'commentary', 'exmaple']","['videos', 'exmaple', 'real life application']"
Learner303,"['additional reading material', 'commentary', 'quiz']","['real life application', 'commentary', 'exmaple']","['real life application', 'commentary', 'self-assesment']","['quiz', 'real life application', 'exmaple']","['commentary', 'self-assesment', 'exmaple']"
Learner304,"['exmaple', 'commentary', 'real life application']","['commentary', 'videos', 'exmaple']","['self-assesment', 'quiz', 'exmaple']","['real life application', 'quiz', 'commentary']","['exmaple', 'commentary', 'self-assesment']"
Learner305,"['commentary', 'real life application', 'self-assesment']","['commentary', 'videos', 'quiz']","['additional reading material', 'exmaple', 'videos']","['self-assesment', 'real life application', 'commentary']","['exmaple', 'real life application', 'self-assesment']"
Learner306,"['videos', 'quiz', 'additional reading material']","['commentary', 'quiz', 'real life application']","['commentary', 'videos', 'real life application']","['videos', 'quiz', 'real life application']","['real life application', 'self-assesment', 'videos']"
Learner307,"['self-assesment', 'real life application', 'commentary']","['self-assesment', 'additional reading material', 'videos']","['commentary', 'exmaple', 'quiz']","['additional reading material', 'commentary', 'real life application']","['exmaple', 'commentary', 'additional reading material']"
Learner308,"['additional reading material', 'videos', 'real life application']","['quiz', 'real life application', 'additional reading material']","['commentary', 'quiz', 'real life application']","['videos', 'self-assesment', 'quiz']","['videos', 'commentary', 'additional reading material']"
Learner309,"['commentary', 'videos', 'real life application']","['exmaple', 'self-assesment', 'real life application']","['commentary', 'exmaple', 'quiz']","['videos', 'real life application', 'additional reading material']","['additional reading material', 'videos', 'exmaple']"
Learner310,"['real life application', 'quiz', 'additional reading material']","['real life application', 'commentary', 'self-assesment']","['commentary', 'self-assesment', 'videos']","['exmaple', 'real life application', 'commentary']","['quiz', 'self-assesment', 'videos']"
Learner311,"['real life application', 'quiz', 'videos']","['quiz', 'additional reading material', 'exmaple']","['commentary', 'videos', 'exmaple']","['videos', 'real life application', 'self-assesment']","['commentary', 'real life application', 'quiz']"
Learner312,"['self-assesment', 'additional reading material', 'exmaple']","['quiz', 'real life application', 'videos']","['additional reading material', 'quiz', 'commentary']","['commentary', 'exmaple', 'videos']","['real life application', 'quiz', 'commentary']"
Learner313,"['exmaple', 'additional reading material', 'commentary']","['commentary', 'additional reading material', 'exmaple']","['videos', 'exmaple', 'quiz']","['videos', 'commentary', 'exmaple']","['commentary', 'additional reading material', 'quiz']"
Learner314,"['quiz', 'exmaple', 'videos']","['exmaple', 'self-assesment', 'quiz']","['exmaple', 'quiz', 'real life application']","['real life application', 'exmaple', 'quiz']","['self-assesment', 'commentary', 'additional reading material']"
Learner315,"['commentary', 'quiz', 'real life application']","['exmaple', 'quiz', 'real life application']","['videos', 'exmaple', 'additional reading material']","['real life application', 'quiz', 'exmaple']","['commentary', 'self-assesment', 'additional reading material']"
Learner316,"['real life application', 'additional reading material', 'self-assesment']","['self-assesment', 'videos', 'additional reading material']","['commentary', 'quiz', 'videos']","['commentary', 'self-assesment', 'exmaple']","['additional reading material', 'exmaple', 'quiz']"
Learner317,"['commentary', 'exmaple', 'additional reading material']","['commentary', 'self-assesment', 'real life application']","['videos', 'quiz', 'self-assesment']","['commentary', 'videos', 'exmaple']","['real life application', 'self-assesment', 'exmaple']"
Learner318,"['quiz', 'commentary', 'additional reading material']","['exmaple', 'self-assesment', 'quiz']","['additional reading material', 'exmaple', 'quiz']","['quiz', 'exmaple', 'real life application']","['quiz', 'additional reading material', 'exmaple']"
Learner319,"['self-assesment', 'exmaple', 'commentary']","['quiz', 'additional reading material', 'self-assesment']","['commentary', 'videos', 'quiz']","['commentary', 'exmaple', 'additional reading material']","['exmaple', 'commentary', 'videos']"
Learner320,"['additional reading material', 'self-assesment', 'quiz']","['quiz', 'real life application', 'additional reading material']","['exmaple', 'real life application', 'videos']","['videos', 'commentary', 'self-assesment']","['additional reading material', 'self-assesment', 'commentary']"
Learner321,"['quiz', 'commentary', 'self-assesment']","['self-assesment', 'exmaple', 'commentary']","['additional reading material', 'real life application', 'quiz']","['additional reading material', 'quiz', 'real life application']","['quiz', 'exmaple', 'commentary']"
Learner322,"['exmaple', 'videos', 'additional reading material']","['videos', 'additional reading material', 'quiz']","['videos', 'real life application', 'additional reading material']","['real life application', 'commentary', 'videos']","['commentary', 'real life application', 'quiz']"
Learner323,"['videos', 'self-assesment', 'quiz']","['exmaple', 'commentary', 'real life application']","['commentary', 'exmaple', 'additional reading material']","['quiz', 'real life application', 'exmaple']","['quiz', 'real life application', 'self-assesment']"
Learner324,"['quiz', 'additional reading material', 'self-assesment']","['quiz', 'commentary', 'exmaple']","['additional reading material', 'videos', 'quiz']","['self-assesment', 'exmaple', 'additional reading material']","['self-assesment', 'exmaple', 'quiz']"
Learner325,"['real life application', 'self-assesment', 'videos']","['exmaple', 'self-assesment', 'videos']","['commentary', 'exmaple', 'real life application']","['exmaple', 'additional reading material', 'videos']","['exmaple', 'self-assesment', 'quiz']"
Learner326,"['additional reading material', 'commentary', 'real life application']","['self-assesment', 'commentary', 'exmaple']","['exmaple', 'additional reading material', 'quiz']","['commentary', 'videos', 'quiz']","['real life application', 'videos', 'additional reading material']"
Learner327,"['exmaple', 'real life application', 'videos']","['quiz', 'additional reading material', 'videos']","['videos', 'quiz', 'commentary']","['commentary', 'real life application', 'additional reading material']","['commentary', 'self-assesment', 'exmaple']"
Learner328,"['commentary', 'quiz', 'additional reading material']","['commentary', 'self-assesment', 'real life application']","['additional reading material', 'quiz', 'commentary']","['additional reading material', 'videos', 'exmaple']","['self-assesment', 'commentary', 'exmaple']"
Learner329,"['exmaple', 'additional reading material', 'real life application']","['self-assesment', 'additional reading material', 'videos']","['videos', 'quiz', 'additional reading material']","['additional reading material', 'quiz', 'exmaple']","['additional reading material', 'exmaple', 'commentary']"
Learner330,"['videos', 'additional reading material', 'commentary']","['commentary', 'quiz', 'exmaple']","['additional reading material', 'self-assesment', 'quiz']","['videos', 'exmaple', 'real life application']","['commentary', 'real life application', 'quiz']"
Learner331,"['additional reading material', 'videos', 'self-assesment']","['quiz', 'videos', 'exmaple']","['commentary', 'videos', 'real life application']","['additional reading material', 'commentary', 'exmaple']","['real life application', 'additional reading material', 'self-assesment']"
Learner332,"['quiz', 'commentary', 'exmaple']","['real life application', 'additional reading material', 'quiz']","['videos', 'exmaple', 'additional reading material']","['commentary', 'additional reading material', 'quiz']","['self-assesment', 'commentary', 'quiz']"
Learner333,"['exmaple', 'additional reading material', 'quiz']","['exmaple', 'videos', 'real life application']","['self-assesment', 'commentary', 'videos']","['self-assesment', 'videos', 'exmaple']","['commentary', 'self-assesment', 'quiz']"
Learner334,"['real life application', 'self-assesment', 'additional reading material']","['self-assesment', 'videos', 'quiz']","['exmaple', 'commentary', 'quiz']","['quiz', 'additional reading material', 'real life application']","['commentary', 'real life application', 'self-assesment']"
Learner335,"['additional reading material', 'real life application', 'videos']","['videos', 'exmaple', 'additional reading material']","['commentary', 'exmaple', 'additional reading material']","['commentary', 'quiz', 'exmaple']","['commentary', 'quiz', 'additional reading material']"
Learner336,"['commentary', 'real life application', 'quiz']","['exmaple', 'real life application', 'additional reading material']","['commentary', 'videos', 'exmaple']","['exmaple', 'commentary', 'real life application']","['exmaple', 'quiz', 'self-assesment']"
Learner337,"['additional reading material', 'self-assesment', 'real life application']","['exmaple', 'self-assesment', 'real life application']","['self-assesment', 'exmaple', 'videos']","['exmaple', 'videos', 'commentary']","['quiz', 'real life application', 'videos']"
Learner338,"['videos', 'quiz', 'self-assesment']","['quiz', 'exmaple', 'additional reading material']","['self-assesment', 'exmaple', 'quiz']","['real life application', 'commentary', 'exmaple']","['additional reading material', 'videos', 'self-assesment']"
Learner339,"['videos', 'self-assesment', 'real life application']","['quiz', 'real life application', 'exmaple']","['additional reading material', 'real life application', 'quiz']","['quiz', 'real life application', 'commentary']","['commentary', 'videos', 'self-assesment']"
Learner340,"['commentary', 'self-assesment', 'additional reading material']","['real life application', 'self-assesment', 'additional reading material']","['real life application', 'videos', 'quiz']","['additional reading material', 'real life application', 'exmaple']","['self-assesment', 'additional reading material', 'quiz']"
Learner341,"['self-assesment', 'exmaple', 'videos']","['exmaple', 'real life application', 'self-assesment']","['videos', 'commentary', 'additional reading material']","['quiz', 'commentary', 'self-assesment']","['additional reading material', 'self-assesment', 'exmaple']"
Learner342,"['additional reading material', 'self-assesment', 'videos']","['videos', 'quiz', 'additional reading material']","['videos', 'exmaple', 'additional reading material']","['quiz', 'self-assesment', 'exmaple']","['exmaple', 'additional reading material', 'commentary']"
Learner343,"['quiz', 'exmaple', 'videos']","['videos', 'additional reading material', 'real life application']","['self-assesment', 'additional reading material', 'commentary']","['commentary', 'real life application', 'videos']","['self-assesment', 'commentary', 'real life application']"
Learner344,"['self-assesment', 'real life application', 'commentary']","['videos', 'self-assesment', 'real life application']","['self-assesment', 'real life application', 'additional reading material']","['real life application', 'exmaple', 'commentary']","['quiz', 'self-assesment', 'exmaple']"
Learner345,"['additional reading material', 'self-assesment', 'quiz']","['exmaple', 'commentary', 'real life application']","['exmaple', 'commentary', 'videos']","['commentary', 'quiz', 'self-assesment']","['quiz', 'self-assesment', 'commentary']"
Learner346,"['videos', 'self-assesment', 'real life application']","['exmaple', 'commentary', 'quiz']","['real life application', 'videos', 'quiz']","['videos', 'commentary', 'real life application']","['additional reading material', 'exmaple', 'quiz']"
Learner347,"['videos', 'self-assesment', 'quiz']","['videos', 'commentary', 'self-assesment']","['quiz', 'commentary', 'videos']","['videos', 'commentary', 'exmaple']","['real life application', 'quiz', 'videos']"
Learner348,"['quiz', 'videos', 'self-assesment']","['real life application', 'commentary', 'quiz']","['additional reading material', 'videos', 'quiz']","['quiz', 'videos', 'exmaple']","['videos', 'additional reading material', 'real life application']"
Learner349,"['self-assesment', 'commentary', 'quiz']","['additional reading material', 'videos', 'real life application']","['quiz', 'exmaple', 'real life application']","['exmaple', 'quiz', 'real life application']","['real life application', 'exmaple', 'self-assesment']"
Learner350,"['videos', 'real life application', 'additional reading material']","['self-assesment', 'quiz', 'real life application']","['videos', 'quiz', 'self-assesment']","['quiz', 'exmaple', 'commentary']","['exmaple', 'real life application', 'videos']"
Learner351,"['self-assesment', 'quiz', 'commentary']","['self-assesment', 'real life application', 'videos']","['self-assesment', 'videos', 'commentary']","['commentary', 'quiz', 'self-assesment']","['exmaple', 'quiz', 'commentary']"
Learner352,"['videos', 'commentary', 'self-assesment']","['commentary', 'self-assesment', 'exmaple']","['exmaple', 'commentary', 'videos']","['quiz', 'self-assesment', 'additional reading material']","['self-assesment', 'quiz', 'additional reading material']"
Learner353,"['quiz', 'commentary', 'real life application']","['exmaple', 'videos', 'quiz']","['self-assesment', 'real life application', 'quiz']","['real life application', 'quiz', 'videos']","['self-assesment', 'real life application', 'exmaple']"
Learner354,"['commentary', 'videos', 'real life application']","['additional reading material', 'commentary', 'videos']","['exmaple', 'self-assesment', 'commentary']","['self-assesment', 'additional reading material', 'commentary']","['commentary', 'exmaple', 'videos']"
Learner355,"['commentary', 'videos', 'additional reading material']","['videos', 'quiz', 'commentary']","['additional reading material', 'self-assesment', 'quiz']","['commentary', 'exmaple', 'self-assesment']","['videos', 'real life application', 'self-assesment']"
Learner356,"['self-assesment', 'commentary', 'videos']","['commentary', 'real life application', 'additional reading material']","['quiz', 'self-assesment', 'videos']","['exmaple', 'additional reading material', 'real life application']","['additional reading material', 'quiz', 'commentary']"
Learner357,"['videos', 'commentary', 'real life application']","['videos', 'commentary', 'quiz']","['additional reading material', 'self-assesment', 'exmaple']","['self-assesment', 'quiz', 'videos']","['additional reading material', 'commentary', 'self-assesment']"
Learner358,"['quiz', 'self-assesment', 'real life application']","['exmaple', 'additional reading material', 'commentary']","['real life application', 'self-assesment', 'commentary']","['additional reading material', 'real life application', 'videos']","['quiz', 'real life application', 'additional reading material']"
Learner359,"['real life application', 'quiz', 'commentary']","['quiz', 'videos', 'real life application']","['self-assesment', 'real life application', 'commentary']","['additional reading material', 'real life application', 'commentary']","['quiz', 'additional reading material', 'self-assesment']"
Learner360,"['self-assesment', 'videos', 'commentary']","['exmaple', 'additional reading material', 'quiz']","['real life application', 'exmaple', 'self-assesment']","['additional reading material', 'exmaple', 'real life application']","['quiz', 'exmaple', 'self-assesment']"
Learner361,"['quiz', 'additional reading material', 'commentary']","['quiz', 'real life application', 'additional reading material']","['self-assesment', 'videos', 'additional reading material']","['real life application', 'commentary', 'self-assesment']","['self-assesment', 'real life application', 'additional reading material']"
Learner362,"['quiz', 'commentary', 'exmaple']","['self-assesment', 'exmaple', 'videos']","['quiz', 'exmaple', 'commentary']","['commentary', 'additional reading material', 'self-assesment']","['videos', 'real life application', 'additional reading material']"
Learner363,"['commentary', 'real life application', 'quiz']","['additional reading material', 'videos', 'commentary']","['real life application', 'commentary', 'exmaple']","['quiz', 'videos', 'real life application']","['real life application', 'self-assesment', 'quiz']"
Learner364,"['quiz', 'additional reading material', 'self-assesment']","['self-assesment', 'real life application', 'additional reading material']","['real life application', 'videos', 'exmaple']","['real life application', 'self-assesment', 'commentary']","['additional reading material', 'quiz', 'real life application']"
Learner365,"['exmaple', 'videos', 'real life application']","['additional reading material', 'real life application', 'commentary']","['additional reading material', 'exmaple', 'real life application']","['commentary', 'quiz', 'additional reading material']","['real life application', 'videos', 'self-assesment']"
Learner366,"['quiz', 'additional reading material', 'real life application']","['quiz', 'commentary', 'real life application']","['self-assesment', 'real life application', 'commentary']","['exmaple', 'additional reading material', 'videos']","['videos', 'quiz', 'self-assesment']"
Learner367,"['quiz', 'commentary', 'additional reading material']","['self-assesment', 'additional reading material', 'exmaple']","['additional reading material', 'exmaple', 'self-assesment']","['additional reading material', 'exmaple', 'real life application']","['exmaple', 'real life application', 'additional reading material']"
Learner368,"['quiz', 'self-assesment', 'additional reading material']","['additional reading material', 'self-assesment', 'real life application']","['commentary', 'additional reading material', 'quiz']","['additional reading material', 'videos', 'quiz']","['commentary', 'quiz', 'self-assesment']"
Learner369,"['self-assesment', 'additional reading material', 'real life application']","['real life application', 'self-assesment', 'quiz']","['real life application', 'exmaple', 'self-assesment']","['videos', 'exmaple', 'quiz']","['commentary', 'exmaple', 'real life application']"
Learner370,"['exmaple', 'videos', 'real life application']","['additional reading material', 'videos', 'exmaple']","['quiz', 'self-assesment', 'additional reading material']","['videos', 'quiz', 'additional reading material']","['exmaple', 'additional reading material', 'self-assesment']"
Learner371,"['self-assesment', 'quiz', 'exmaple']","['additional reading material', 'real life application', 'commentary']","['quiz', 'exmaple', 'commentary']","['exmaple', 'real life application', 'commentary']","['quiz', 'exmaple', 'additional reading material']"
Learner372,"['quiz', 'real life application', 'self-assesment']","['self-assesment', 'commentary', 'quiz']","['self-assesment', 'videos', 'exmaple']","['additional reading material', 'quiz', 'exmaple']","['videos', 'commentary', 'self-assesment']"
Learner373,"['quiz', 'additional reading material', 'commentary']","['commentary', 'videos', 'quiz']","['commentary', 'quiz', 'real life application']","['exmaple', 'quiz', 'videos']","['videos', 'additional reading material', 'commentary']"
Learner374,"['commentary', 'additional reading material', 'real life application']","['videos', 'additional reading material', 'exmaple']","['quiz', 'exmaple', 'videos']","['self-assesment', 'exmaple', 'quiz']","['self-assesment', 'videos', 'real life application']"
Learner375,"['additional reading material', 'real life application', 'quiz']","['exmaple', 'real life application', 'quiz']","['commentary', 'exmaple', 'self-assesment']","['self-assesment', 'quiz', 'commentary']","['exmaple', 'videos', 'real life application']"
Learner376,"['additional reading material', 'videos', 'self-assesment']","['real life application', 'self-assesment', 'commentary']","['real life application', 'exmaple', 'quiz']","['exmaple', 'self-assesment', 'videos']","['real life application', 'exmaple', 'self-assesment']"
Learner377,"['commentary', 'real life application', 'videos']","['additional reading material', 'self-assesment', 'videos']","['videos', 'self-assesment', 'commentary']","['self-assesment', 'real life application', 'videos']","['additional reading material', 'real life application', 'commentary']"
Learner378,"['commentary', 'real life application', 'quiz']","['additional reading material', 'real life application', 'exmaple']","['real life application', 'self-assesment', 'commentary']","['videos', 'quiz', 'exmaple']","['commentary', 'exmaple', 'additional reading material']"
Learner379,"['quiz', 'exmaple', 'real life application']","['self-assesment', 'additional reading material', 'real life application']","['videos', 'commentary', 'additional reading material']","['additional reading material', 'real life application', 'quiz']","['quiz', 'self-assesment', 'videos']"
Learner380,"['videos', 'real life application', 'quiz']","['videos', 'additional reading material', 'commentary']","['commentary', 'exmaple', 'additional reading material']","['real life application', 'additional reading material', 'exmaple']","['videos', 'exmaple', 'commentary']"
Learner381,"['exmaple', 'additional reading material', 'commentary']","['videos', 'real life application', 'self-assesment']","['additional reading material', 'exmaple', 'commentary']","['real life application', 'self-assesment', 'quiz']","['exmaple', 'self-assesment', 'commentary']"
Learner382,"['commentary', 'videos', 'self-assesment']","['exmaple', 'videos', 'quiz']","['exmaple', 'quiz', 'additional reading material']","['additional reading material', 'videos', 'commentary']","['exmaple', 'videos', 'real life application']"
Learner383,"['additional reading material', 'self-assesment', 'exmaple']","['real life application', 'additional reading material', 'self-assesment']","['quiz', 'real life application', 'commentary']","['real life application', 'videos', 'commentary']","['real life application', 'exmaple', 'self-assesment']"
Learner384,"['additional reading material', 'self-assesment', 'commentary']","['self-assesment', 'additional reading material', 'quiz']","['commentary', 'exmaple', 'self-assesment']","['videos', 'quiz', 'additional reading material']","['self-assesment', 'real life application', 'exmaple']"
Learner385,"['additional reading material', 'real life application', 'quiz']","['additional reading material', 'exmaple', 'quiz']","['quiz', 'self-assesment', 'videos']","['commentary', 'real life application', 'videos']","['commentary', 'quiz', 'self-assesment']"
Learner386,"['videos', 'real life application', 'additional reading material']","['self-assesment', 'videos', 'quiz']","['additional reading material', 'real life application', 'videos']","['exmaple', 'self-assesment', 'additional reading material']","['commentary', 'self-assesment', 'videos']"
Learner387,"['commentary', 'real life application', 'videos']","['quiz', 'real life application', 'additional reading material']","['real life application', 'videos', 'self-assesment']","['quiz', 'real life application', 'exmaple']","['additional reading material', 'real life application', 'videos']"
Learner388,"['exmaple', 'real life application', 'self-assesment']","['videos', 'quiz', 'exmaple']","['videos', 'quiz', 'additional reading material']","['self-assesment', 'real life application', 'quiz']","['self-assesment', 'additional reading material', 'quiz']"
Learner389,"['additional reading material', 'real life application', 'commentary']","['exmaple', 'self-assesment', 'commentary']","['real life application', 'additional reading material', 'commentary']","['commentary', 'real life application', 'quiz']","['real life application', 'videos', 'additional reading material']"
Learner390,"['quiz', 'commentary', 'self-assesment']","['exmaple', 'commentary', 'quiz']","['quiz', 'additional reading material', 'exmaple']","['videos', 'quiz', 'additional reading material']","['additional reading material', 'quiz', 'videos']"
Learner391,"['additional reading material', 'videos', 'quiz']","['additional reading material', 'exmaple', 'commentary']","['real life application', 'videos', 'commentary']","['real life application', 'exmaple', 'videos']","['exmaple', 'self-assesment', 'additional reading material']"
Learner392,"['self-assesment', 'videos', 'exmaple']","['videos', 'quiz', 'self-assesment']","['additional reading material', 'quiz', 'exmaple']","['self-assesment', 'real life application', 'commentary']","['quiz', 'additional reading material', 'exmaple']"
Learner393,"['additional reading material', 'videos', 'real life application']","['videos', 'quiz', 'self-assesment']","['real life application', 'commentary', 'self-assesment']","['self-assesment', 'quiz', 'exmaple']","['self-assesment', 'quiz', 'videos']"
Learner394,"['videos', 'exmaple', 'quiz']","['additional reading material', 'real life application', 'commentary']","['additional reading material', 'commentary', 'quiz']","['additional reading material', 'real life application', 'quiz']","['videos', 'self-assesment', 'exmaple']"
Learner395,"['commentary', 'additional reading material', 'self-assesment']","['real life application', 'quiz', 'commentary']","['additional reading material', 'real life application', 'exmaple']","['real life application', 'self-assesment', 'quiz']","['commentary', 'videos', 'quiz']"
